Abstimmungs_Datum,Nr_Politische_Ebene,Name_Politische_Ebene,Abstimmungs_Text,Nr_Resultat_Gebiet,Name_Resultat_Gebiet,Nr_Wahlkreis_StZH,Name_Wahlkreis_StZH,Stimmberechtigt,Ja_Absolut,Nein_Absolut,Stimmbeteiligung_Prozent,Ja_Prozent,Nein_Prozent,Staende_Ja,Staende_Nein
11/30/2025,3,Stadt Zürich,"ELCH Familienzentren, jährliche Beiträge von 2,326 Millionen Franken ab 2027",3,Stadt Zürich,6,Kreis 7+8,31842,12058,5149,56.4,70.1,29.9,,
11/30/2025,3,Stadt Zürich,"ELCH Familienzentren, jährliche Beiträge von 2,326 Millionen Franken ab 2027",3,Stadt Zürich,7,Kreis 9,32043,10101,3966,45.6,71.8,28.2,,
11/30/2025,3,Stadt Zürich,"ELCH Familienzentren, jährliche Beiträge von 2,326 Millionen Franken ab 2027",3,Stadt Zürich,8,Kreis 10,24455,9984,3080,55.6,76.4,23.6,,
11/30/2025,3,Stadt Zürich,"ELCH Familienzentren, jährliche Beiträge von 2,326 Millionen Franken ab 2027",3,Stadt Zürich,9,Kreis 11,38058,11449,4173,42.5,73.3,26.7,,
11/30/2025,3,Stadt Zürich,"ELCH Familienzentren, jährliche Beiträge von 2,326 Millionen Franken ab 2027",3,Stadt Zürich,10,Kreis 12,15464,3740,1609,36,69.9,30.1,,
11/30/2025,3,Stadt Zürich,"ELCH Familienzentren, jährliche Beiträge von 2,326 Millionen Franken ab 2027",3,Stadt Zürich,,,237157,83931,28198,49.2,74.9,25.1,,
11/30/2025,3,Stadt Zürich,"Ersatzneubau Wohnsiedlung Luchswiese und Betreuungsgebäude Schulanlage Luchswiesen, Ausgaben von 77,4 Millionen Franken",3,Stadt Zürich,2,Kreis 1+2,23372,8695,2528,49.3,77.5,22.5,,
11/30/2025,3,Stadt Zürich,"Ersatzneubau Wohnsiedlung Luchswiese und Betreuungsgebäude Schulanlage Luchswiesen, Ausgaben von 77,4 Millionen Franken",3,Stadt Zürich,3,Kreis 3,27707,10956,2234,48.9,83.1,16.9,,
11/30/2025,3,Stadt Zürich,"Ersatzneubau Wohnsiedlung Luchswiese und Betreuungsgebäude Schulanlage Luchswiesen, Ausgaben von 77,4 Millionen Franken",3,Stadt Zürich,4,Kreis 4+5,24384,9919,1604,48.5,86.1,13.9,,
11/30/2025,3,Stadt Zürich,"Ersatzneubau Wohnsiedlung Luchswiese und Betreuungsgebäude Schulanlage Luchswiesen, Ausgaben von 77,4 Millionen Franken",3,Stadt Zürich,5,Kreis 6,19832,8952,1981,56.5,81.9,18.1,,
11/30/2025,3,Stadt Zürich,"Ersatzneubau Wohnsiedlung Luchswiese und Betreuungsgebäude Schulanlage Luchswiesen, Ausgaben von 77,4 Millionen Franken",3,Stadt Zürich,6,Kreis 7+8,31842,12728,4482,55.4,74,26,,
11/30/2025,3,Stadt Zürich,"Ersatzneubau Wohnsiedlung Luchswiese und Betreuungsgebäude Schulanlage Luchswiesen, Ausgaben von 77,4 Millionen Franken",3,Stadt Zürich,7,Kreis 9,32043,10999,3115,45,77.9,22.1,,
11/30/2025,3,Stadt Zürich,"Ersatzneubau Wohnsiedlung Luchswiese und Betreuungsgebäude Schulanlage Luchswiesen, Ausgaben von 77,4 Millionen Franken",3,Stadt Zürich,8,Kreis 10,24455,10518,2557,54.7,80.4,19.6,,
11/30/2025,3,Stadt Zürich,"Ersatzneubau Wohnsiedlung Luchswiese und Betreuungsgebäude Schulanlage Luchswiesen, Ausgaben von 77,4 Millionen Franken",3,Stadt Zürich,9,Kreis 11,38058,12134,3477,41.9,77.7,22.3,,
11/30/2025,3,Stadt Zürich,"Ersatzneubau Wohnsiedlung Luchswiese und Betreuungsgebäude Schulanlage Luchswiesen, Ausgaben von 77,4 Millionen Franken",3,Stadt Zürich,10,Kreis 12,15464,4296,1188,36,78.3,21.7,,
11/30/2025,3,Stadt Zürich,"Ersatzneubau Wohnsiedlung Luchswiese und Betreuungsgebäude Schulanlage Luchswiesen, Ausgaben von 77,4 Millionen Franken",3,Stadt Zürich,,,237157,89197,23166,48.5,79.4,20.6,,
11/30/2025,3,Stadt Zürich,"Erweiterung Schulanlage Riedhof, Ausgaben von 108 Millionen Franken",3,Stadt Zürich,2,Kreis 1+2,23372,8024,3351,50.1,70.5,29.5,,
11/30/2025,3,Stadt Zürich,"Erweiterung Schulanlage Riedhof, Ausgaben von 108 Millionen Franken",3,Stadt Zürich,3,Kreis 3,27707,10236,3114,49.7,76.7,23.3,,
11/30/2025,3,Stadt Zürich,"Erweiterung Schulanlage Riedhof, Ausgaben von 108 Millionen Franken",3,Stadt Zürich,4,Kreis 4+5,24384,9256,2287,48.9,80.2,19.8,,
11/30/2025,3,Stadt Zürich,"Erweiterung Schulanlage Riedhof, Ausgaben von 108 Millionen Franken",3,Stadt Zürich,5,Kreis 6,19832,8339,2688,57.3,75.6,24.4,,
11/30/2025,3,Stadt Zürich,"Erweiterung Schulanlage Riedhof, Ausgaben von 108 Millionen Franken",3,Stadt Zürich,6,Kreis 7+8,31842,11396,6025,56.4,65.4,34.6,,
11/30/2025,3,Stadt Zürich,"Erweiterung Schulanlage Riedhof, Ausgaben von 108 Millionen Franken",3,Stadt Zürich,7,Kreis 9,32043,10331,3942,45.6,72.4,27.6,,
11/30/2025,3,Stadt Zürich,"Erweiterung Schulanlage Riedhof, Ausgaben von 108 Millionen Franken",3,Stadt Zürich,8,Kreis 10,24455,10321,3088,56.1,77,23,,
11/30/2025,3,Stadt Zürich,"Erweiterung Schulanlage Riedhof, Ausgaben von 108 Millionen Franken",3,Stadt Zürich,9,Kreis 11,38058,11238,4481,42.3,71.5,28.5,,
11/30/2025,3,Stadt Zürich,"Erweiterung Schulanlage Riedhof, Ausgaben von 108 Millionen Franken",3,Stadt Zürich,10,Kreis 12,15464,3773,1634,36,69.8,30.2,,
11/30/2025,3,Stadt Zürich,"Erweiterung Schulanlage Riedhof, Ausgaben von 108 Millionen Franken",3,Stadt Zürich,,,237157,82914,30610,49.2,73,27,,
11/30/2025,3,Stadt Zürich,"Neue Bestimmungen Wahlbüro und Mehrheitswahlen, Änderung Gemeindeordnung",3,Stadt Zürich,2,Kreis 1+2,23372,9579,1160,49.4,89.2,10.8,,
11/30/2025,3,Stadt Zürich,"Neue Bestimmungen Wahlbüro und Mehrheitswahlen, Änderung Gemeindeordnung",3,Stadt Zürich,3,Kreis 3,27707,11610,1050,49,91.7,8.3,,
11/30/2025,3,Stadt Zürich,"Neue Bestimmungen Wahlbüro und Mehrheitswahlen, Änderung Gemeindeordnung",3,Stadt Zürich,4,Kreis 4+5,24384,10236,793,48.8,92.8,7.2,,
11/30/2025,3,Stadt Zürich,"Neue Bestimmungen Wahlbüro und Mehrheitswahlen, Änderung Gemeindeordnung",3,Stadt Zürich,5,Kreis 6,19832,9598,840,56.5,92,8,,
11/30/2025,3,Stadt Zürich,"Neue Bestimmungen Wahlbüro und Mehrheitswahlen, Änderung Gemeindeordnung",3,Stadt Zürich,6,Kreis 7+8,31842,14903,1701,55.8,89.8,10.2,,
11/30/2025,3,Stadt Zürich,"Neue Bestimmungen Wahlbüro und Mehrheitswahlen, Änderung Gemeindeordnung",3,Stadt Zürich,7,Kreis 9,32043,11787,1686,45,87.5,12.5,,
11/30/2025,3,Stadt Zürich,"Neue Bestimmungen Wahlbüro und Mehrheitswahlen, Änderung Gemeindeordnung",3,Stadt Zürich,8,Kreis 10,24455,11414,1108,55,91.2,8.8,,
11/30/2025,3,Stadt Zürich,"Neue Bestimmungen Wahlbüro und Mehrheitswahlen, Änderung Gemeindeordnung",3,Stadt Zürich,9,Kreis 11,38058,12892,1926,41.7,87,13,,
11/30/2025,3,Stadt Zürich,"Neue Bestimmungen Wahlbüro und Mehrheitswahlen, Änderung Gemeindeordnung",3,Stadt Zürich,10,Kreis 12,15464,4200,876,35.6,82.7,17.3,,
11/30/2025,3,Stadt Zürich,"Neue Bestimmungen Wahlbüro und Mehrheitswahlen, Änderung Gemeindeordnung",3,Stadt Zürich,,,237157,96219,11140,48.6,89.6,10.4,,
11/30/2025,3,Stadt Zürich,Privater Gestaltungsplan «Seebahn-Höfe»,3,Stadt Zürich,2,Kreis 1+2,23372,8222,3012,50,73.2,26.8,,
11/30/2025,3,Stadt Zürich,Privater Gestaltungsplan «Seebahn-Höfe»,3,Stadt Zürich,3,Kreis 3,27707,9430,3714,49.6,71.7,28.3,,
11/30/2025,3,Stadt Zürich,Privater Gestaltungsplan «Seebahn-Höfe»,3,Stadt Zürich,4,Kreis 4+5,24384,8143,3446,49.4,70.3,29.7,,
11/30/2025,3,Stadt Zürich,Privater Gestaltungsplan «Seebahn-Höfe»,3,Stadt Zürich,5,Kreis 6,19832,8002,2869,57.2,73.6,26.4,,
11/30/2025,3,Stadt Zürich,Privater Gestaltungsplan «Seebahn-Höfe»,3,Stadt Zürich,6,Kreis 7+8,31842,12483,4714,56.3,72.6,27.4,,
11/30/2025,3,Stadt Zürich,Privater Gestaltungsplan «Seebahn-Höfe»,3,Stadt Zürich,7,Kreis 9,32043,9972,4061,45.5,71.1,28.9,,
11/30/2025,3,Stadt Zürich,Privater Gestaltungsplan «Seebahn-Höfe»,3,Stadt Zürich,8,Kreis 10,24455,9502,3524,55.5,72.9,27.1,,
11/30/2025,3,Stadt Zürich,Privater Gestaltungsplan «Seebahn-Höfe»,3,Stadt Zürich,9,Kreis 11,38058,11131,4251,42.1,72.4,27.6,,
11/30/2025,3,Stadt Zürich,Privater Gestaltungsplan «Seebahn-Höfe»,3,Stadt Zürich,10,Kreis 12,15464,3603,1659,35.7,68.5,31.5,,
11/30/2025,3,Stadt Zürich,Privater Gestaltungsplan «Seebahn-Höfe»,3,Stadt Zürich,,,237157,80488,31250,49.1,72,28,,
11/30/2025,3,Stadt Zürich,Rahmenkredit von 350 Millionen Franken für die Veloinfrastruktur,3,Stadt Zürich,2,Kreis 1+2,23372,6127,5601,50.8,52.2,47.8,,
11/30/2025,3,Stadt Zürich,Rahmenkredit von 350 Millionen Franken für die Veloinfrastruktur,3,Stadt Zürich,3,Kreis 3,27707,8914,4889,50.5,64.6,35.4,,
11/30/2025,3,Stadt Zürich,Rahmenkredit von 350 Millionen Franken für die Veloinfrastruktur,3,Stadt Zürich,4,Kreis 4+5,24384,8558,3475,49.9,71.1,28.9,,
11/30/2025,3,Stadt Zürich,Rahmenkredit von 350 Millionen Franken für die Veloinfrastruktur,3,Stadt Zürich,5,Kreis 6,19832,6840,4498,58,60.3,39.7,,
11/30/2025,3,Stadt Zürich,Rahmenkredit von 350 Millionen Franken für die Veloinfrastruktur,3,Stadt Zürich,6,Kreis 7+8,31842,8509,9513,57.3,47.2,52.8,,
11/30/2025,3,Stadt Zürich,Rahmenkredit von 350 Millionen Franken für die Veloinfrastruktur,3,Stadt Zürich,7,Kreis 9,32043,7588,7075,46.3,51.7,48.3,,
11/30/2025,3,Stadt Zürich,Rahmenkredit von 350 Millionen Franken für die Veloinfrastruktur,3,Stadt Zürich,8,Kreis 10,24455,7815,5819,56.5,57.3,42.7,,
11/30/2025,3,Stadt Zürich,Rahmenkredit von 350 Millionen Franken für die Veloinfrastruktur,3,Stadt Zürich,9,Kreis 11,38058,7869,8244,42.8,48.8,51.2,,
11/30/2025,3,Stadt Zürich,Rahmenkredit von 350 Millionen Franken für die Veloinfrastruktur,3,Stadt Zürich,10,Kreis 12,15464,2508,3083,36.7,44.9,55.1,,
11/30/2025,3,Stadt Zürich,Rahmenkredit von 350 Millionen Franken für die Veloinfrastruktur,3,Stadt Zürich,,,237157,64728,52197,49.9,55.4,44.6,,
11/30/2025,3,Stadt Zürich,Volksinitiative «Zur Entlastung der Bevölkerung von steigenden Krankenkassenprämien (Prämienentlastungs-Initiative)»,3,Stadt Zürich,2,Kreis 1+2,23372,6199,5491,50.9,53,47,,
11/30/2025,3,Stadt Zürich,Volksinitiative «Zur Entlastung der Bevölkerung von steigenden Krankenkassenprämien (Prämienentlastungs-Initiative)»,3,Stadt Zürich,3,Kreis 3,27707,8722,4991,50.5,63.6,36.4,,
11/30/2025,3,Stadt Zürich,Volksinitiative «Zur Entlastung der Bevölkerung von steigenden Krankenkassenprämien (Prämienentlastungs-Initiative)»,3,Stadt Zürich,4,Kreis 4+5,24384,8030,4007,50.5,66.7,33.3,,
11/30/2025,3,Stadt Zürich,Volksinitiative «Zur Entlastung der Bevölkerung von steigenden Krankenkassenprämien (Prämienentlastungs-Initiative)»,3,Stadt Zürich,5,Kreis 6,19832,6181,5083,58,54.9,45.1,,
11/30/2025,3,Stadt Zürich,Volksinitiative «Zur Entlastung der Bevölkerung von steigenden Krankenkassenprämien (Prämienentlastungs-Initiative)»,3,Stadt Zürich,6,Kreis 7+8,31842,7686,10244,57.4,42.9,57.1,,
11/30/2025,3,Stadt Zürich,Volksinitiative «Zur Entlastung der Bevölkerung von steigenden Krankenkassenprämien (Prämienentlastungs-Initiative)»,3,Stadt Zürich,7,Kreis 9,32043,8633,5976,46.3,59.1,40.9,,
11/30/2025,3,Stadt Zürich,Volksinitiative «Zur Entlastung der Bevölkerung von steigenden Krankenkassenprämien (Prämienentlastungs-Initiative)»,3,Stadt Zürich,8,Kreis 10,24455,7768,5772,56.4,57.4,42.6,,
11/30/2025,3,Stadt Zürich,Volksinitiative «Zur Entlastung der Bevölkerung von steigenden Krankenkassenprämien (Prämienentlastungs-Initiative)»,3,Stadt Zürich,9,Kreis 11,38058,8962,7081,42.9,55.9,44.1,,
11/30/2025,3,Stadt Zürich,Volksinitiative «Zur Entlastung der Bevölkerung von steigenden Krankenkassenprämien (Prämienentlastungs-Initiative)»,3,Stadt Zürich,10,Kreis 12,15464,3507,2084,36.8,62.7,37.3,,
11/30/2025,3,Stadt Zürich,Volksinitiative «Zur Entlastung der Bevölkerung von steigenden Krankenkassenprämien (Prämienentlastungs-Initiative)»,3,Stadt Zürich,,,237157,65688,50729,50,56.4,43.6,,
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,1,Eidgenossenschaft,,,5641294,1579379,1156598,49.5,57.7,42.3,16 1/2,6 1/2
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,2,Kanton Zürich,,,976490,306156,194499,52,61.2,38.8,,
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,3,Stadt Zürich,2,Kreis 1+2,23335,5496,6968,54.6,44.1,55.9,,
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,3,Stadt Zürich,3,Kreis 3,27688,4950,9296,52.7,34.7,65.3,,
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,3,Stadt Zürich,4,Kreis 4+5,24394,4104,8201,51.5,33.4,66.6,,
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,3,Stadt Zürich,5,Kreis 6,19811,4760,7039,61.1,40.3,59.7,,
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,3,Stadt Zürich,6,Kreis 7+8,31771,9481,9862,62.1,49,51,,
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,3,Stadt Zürich,7,Kreis 9,31831,6401,9093,49.7,41.3,58.7,,
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,3,Stadt Zürich,8,Kreis 10,24450,5881,8356,59.3,41.3,58.7,,
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,3,Stadt Zürich,9,Kreis 11,37994,8166,9080,46.5,47.4,52.6,,
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,3,Stadt Zürich,10,Kreis 12,15473,2565,3483,40.1,42.4,57.6,,
9/28/2025,1,Eidgenossenschaft,Bundesbeschluss über die kantonalen Liegenschaftssteuern auf Zweitliegenschaften,3,Stadt Zürich,,,236747,51804,71378,53.2,42.1,57.9,,
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",1,Eidgenossenschaft,,,5641294,1384586,1363362,49.6,50.4,49.6,7 1/2,15 1/2
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",2,Kanton Zürich,,,976490,274702,229221,52.2,54.5,45.5,,
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",3,Stadt Zürich,2,Kreis 1+2,23335,7862,4750,54.9,62.3,37.7,,
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",3,Stadt Zürich,3,Kreis 3,27688,9662,4769,53,67,33,,
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",3,Stadt Zürich,4,Kreis 4+5,24394,8765,3415,50.9,72,28,,
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",3,Stadt Zürich,5,Kreis 6,19811,8198,3763,61.5,68.5,31.5,,
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",3,Stadt Zürich,6,Kreis 7+8,31771,12678,6833,62.4,65,35,,
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",3,Stadt Zürich,7,Kreis 9,31831,9466,6232,50.1,60.3,39.7,,
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",3,Stadt Zürich,8,Kreis 10,24450,9359,4965,59.7,65.3,34.7,,
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",3,Stadt Zürich,9,Kreis 11,37994,10305,7294,46.9,58.6,41.4,,
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",3,Stadt Zürich,10,Kreis 12,15473,3225,2987,40.6,51.9,48.1,,
9/28/2025,1,Eidgenossenschaft,"Bundesgesetz über den elektronischen Identitätsnachweis und andere elektronische Nachweise (E-ID-Gesetz, BGEID)",3,Stadt Zürich,,,236747,79520,45008,53.5,63.9,36.1,,
9/28/2025,2,Kanton Zürich,Energiegesetz (EnerG) (Änderung vom 27. Januar 2025; Klimaschutz und Anpassung an den Klimawandel),2,Kanton Zürich,,,939902,191915,282259,51.3,40.5,59.5,,
9/28/2025,2,Kanton Zürich,Energiegesetz (EnerG) (Änderung vom 27. Januar 2025; Klimaschutz und Anpassung an den Klimawandel),3,Stadt Zürich,2,Kreis 1+2,23335,6717,5500,53.2,55,45,,
9/28/2025,2,Kanton Zürich,Energiegesetz (EnerG) (Änderung vom 27. Januar 2025; Klimaschutz und Anpassung an den Klimawandel),3,Stadt Zürich,3,Kreis 3,27688,9104,4807,51.3,65.4,34.6,,
9/28/2025,2,Kanton Zürich,Energiegesetz (EnerG) (Änderung vom 27. Januar 2025; Klimaschutz und Anpassung an den Klimawandel),3,Stadt Zürich,4,Kreis 4+5,24394,8218,3748,49.9,68.7,31.3,,
9/28/2025,2,Kanton Zürich,Energiegesetz (EnerG) (Änderung vom 27. Januar 2025; Klimaschutz und Anpassung an den Klimawandel),3,Stadt Zürich,5,Kreis 6,19811,7260,4386,59.9,62.3,37.7,,
9/28/2025,2,Kanton Zürich,Energiegesetz (EnerG) (Änderung vom 27. Januar 2025; Klimaschutz und Anpassung an den Klimawandel),3,Stadt Zürich,6,Kreis 7+8,31771,9578,9225,60.3,50.9,49.1,,
9/28/2025,2,Kanton Zürich,Energiegesetz (EnerG) (Änderung vom 27. Januar 2025; Klimaschutz und Anpassung an den Klimawandel),3,Stadt Zürich,7,Kreis 9,31831,8577,6564,48.6,56.6,43.4,,
9/28/2025,2,Kanton Zürich,Energiegesetz (EnerG) (Änderung vom 27. Januar 2025; Klimaschutz und Anpassung an den Klimawandel),3,Stadt Zürich,8,Kreis 10,24450,8442,5468,57.9,60.7,39.3,,
9/28/2025,2,Kanton Zürich,Energiegesetz (EnerG) (Änderung vom 27. Januar 2025; Klimaschutz und Anpassung an den Klimawandel),3,Stadt Zürich,9,Kreis 11,37994,8917,7962,45.2,52.8,47.2,,
9/28/2025,2,Kanton Zürich,Energiegesetz (EnerG) (Änderung vom 27. Januar 2025; Klimaschutz und Anpassung an den Klimawandel),3,Stadt Zürich,10,Kreis 12,15473,3047,2860,39.1,51.6,48.4,,
9/28/2025,2,Kanton Zürich,Energiegesetz (EnerG) (Änderung vom 27. Januar 2025; Klimaschutz und Anpassung an den Klimawandel),3,Stadt Zürich,,,236747,69860,50520,51.8,58,42,,
9/28/2025,3,Stadt Zürich,"Einsatzbeschränkung Laubbläser und Laubsauger, Teilrevision der Allgemeinen Polizeiverordnung",3,Stadt Zürich,2,Kreis 1+2,23335,7478,4886,54.2,60.5,39.5,,
9/28/2025,3,Stadt Zürich,"Einsatzbeschränkung Laubbläser und Laubsauger, Teilrevision der Allgemeinen Polizeiverordnung",3,Stadt Zürich,3,Kreis 3,27688,9192,4836,52.3,65.5,34.5,,
9/28/2025,3,Stadt Zürich,"Einsatzbeschränkung Laubbläser und Laubsauger, Teilrevision der Allgemeinen Polizeiverordnung",3,Stadt Zürich,4,Kreis 4+5,24394,7936,3980,50.5,66.6,33.4,,
9/28/2025,3,Stadt Zürich,"Einsatzbeschränkung Laubbläser und Laubsauger, Teilrevision der Allgemeinen Polizeiverordnung",3,Stadt Zürich,5,Kreis 6,19811,7529,4212,60.9,64.1,35.9,,
9/28/2025,3,Stadt Zürich,"Einsatzbeschränkung Laubbläser und Laubsauger, Teilrevision der Allgemeinen Polizeiverordnung",3,Stadt Zürich,6,Kreis 7+8,31771,11333,7834,61.6,59.1,40.9,,
9/28/2025,3,Stadt Zürich,"Einsatzbeschränkung Laubbläser und Laubsauger, Teilrevision der Allgemeinen Polizeiverordnung",3,Stadt Zürich,7,Kreis 9,31831,9349,6068,49.6,60.6,39.4,,
9/28/2025,3,Stadt Zürich,"Einsatzbeschränkung Laubbläser und Laubsauger, Teilrevision der Allgemeinen Polizeiverordnung",3,Stadt Zürich,8,Kreis 10,24450,9025,5011,59,64.3,35.7,,
9/28/2025,3,Stadt Zürich,"Einsatzbeschränkung Laubbläser und Laubsauger, Teilrevision der Allgemeinen Polizeiverordnung",3,Stadt Zürich,9,Kreis 11,37994,10033,7184,46.4,58.3,41.7,,
9/28/2025,3,Stadt Zürich,"Einsatzbeschränkung Laubbläser und Laubsauger, Teilrevision der Allgemeinen Polizeiverordnung",3,Stadt Zürich,10,Kreis 12,15473,3373,2706,40.2,55.5,44.5,,
9/28/2025,3,Stadt Zürich,"Einsatzbeschränkung Laubbläser und Laubsauger, Teilrevision der Allgemeinen Polizeiverordnung",3,Stadt Zürich,,,236747,75248,46717,52.8,61.7,38.3,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau Sportzentrum Oerlikon, Ausgaben von 373 Millionen Franken",3,Stadt Zürich,2,Kreis 1+2,23335,7627,4475,53.5,63,37,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau Sportzentrum Oerlikon, Ausgaben von 373 Millionen Franken",3,Stadt Zürich,3,Kreis 3,27688,9399,4479,51.8,67.7,32.3,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau Sportzentrum Oerlikon, Ausgaben von 373 Millionen Franken",3,Stadt Zürich,4,Kreis 4+5,24394,8481,3375,50.2,71.5,28.5,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau Sportzentrum Oerlikon, Ausgaben von 373 Millionen Franken",3,Stadt Zürich,5,Kreis 6,19811,8018,3642,60.4,68.8,31.2,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau Sportzentrum Oerlikon, Ausgaben von 373 Millionen Franken",3,Stadt Zürich,6,Kreis 7+8,31771,11545,7234,60.9,61.5,38.5,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau Sportzentrum Oerlikon, Ausgaben von 373 Millionen Franken",3,Stadt Zürich,7,Kreis 9,31831,10038,5208,49.2,65.8,34.2,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau Sportzentrum Oerlikon, Ausgaben von 373 Millionen Franken",3,Stadt Zürich,8,Kreis 10,24450,9305,4621,58.6,66.8,33.2,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau Sportzentrum Oerlikon, Ausgaben von 373 Millionen Franken",3,Stadt Zürich,9,Kreis 11,37994,12017,5263,46.3,69.5,30.5,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau Sportzentrum Oerlikon, Ausgaben von 373 Millionen Franken",3,Stadt Zürich,10,Kreis 12,15473,4148,1936,40.1,68.2,31.8,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau Sportzentrum Oerlikon, Ausgaben von 373 Millionen Franken",3,Stadt Zürich,,,236747,80578,40233,52.5,66.7,33.3,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau von Haus A des Gesundheitszentrums für das Alter Bachwiesen, Ausgaben von 92,4 Millionen Franken",3,Stadt Zürich,2,Kreis 1+2,23335,10562,1482,53.5,87.7,12.3,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau von Haus A des Gesundheitszentrums für das Alter Bachwiesen, Ausgaben von 92,4 Millionen Franken",3,Stadt Zürich,3,Kreis 3,27688,12676,1201,51.9,91.3,8.7,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau von Haus A des Gesundheitszentrums für das Alter Bachwiesen, Ausgaben von 92,4 Millionen Franken",3,Stadt Zürich,4,Kreis 4+5,24394,10833,979,50.2,91.7,8.3,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau von Haus A des Gesundheitszentrums für das Alter Bachwiesen, Ausgaben von 92,4 Millionen Franken",3,Stadt Zürich,5,Kreis 6,19811,10393,1171,60.4,89.9,10.1,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau von Haus A des Gesundheitszentrums für das Alter Bachwiesen, Ausgaben von 92,4 Millionen Franken",3,Stadt Zürich,6,Kreis 7+8,31771,15977,2610,60.8,86,14,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau von Haus A des Gesundheitszentrums für das Alter Bachwiesen, Ausgaben von 92,4 Millionen Franken",3,Stadt Zürich,7,Kreis 9,31831,14050,1331,49.5,91.3,8.7,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau von Haus A des Gesundheitszentrums für das Alter Bachwiesen, Ausgaben von 92,4 Millionen Franken",3,Stadt Zürich,8,Kreis 10,24450,12609,1267,58.7,90.9,9.1,,
9/28/2025,3,Stadt Zürich,"Ersatzneubau von Haus A des Gesundheitszentrums für das Alter Bachwiesen, Ausgaben von 92,4 Millionen Franken",3,Stadt Zürich,9,Kreis 11,37994,14905,2016,46,88.1,11.9,,
