Abstimmungs_Datum,Nr_Politische_Ebene,Name_Politische_Ebene,Abstimmungs_Text,Nr_Resultat_Gebiet,Name_Resultat_Gebiet,Nr_Wahlkreis_StZH,Name_Wahlkreis_StZH,Stimmberechtigt,Ja_Absolut,Nein_Absolut,Stimmbeteiligung_Prozent,Ja_Prozent,Nein_Prozent,Staende_Ja,Staende_Nein
5/18/2003,3,Stadt Zürich,"Öffentlicher Gestaltungsplan 'Sechseläutenplatz-Theaterplatz'  (Opernhaus-Parking), Zürich Altstadt",3,Stadt Zürich,10,Kreis 12,14540,3546,2368,42.6,60,40,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',2,Kanton Zürich,,,793847,139717,246878,50.1,36.1,63.9,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,,,210578,46762,53014,49.1,46.9,53.1,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,11,Kreis 1,5157,925,1001,38.9,48,52,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,12,Kreis 2,18221,3819,5233,51.7,42.2,57.8,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,3,Kreis 3,24775,6112,5043,46.8,54.8,45.2,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,13,Kreis 4,12698,3123,1797,40.5,63.5,36.5,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,14,Kreis 5,6257,1708,1060,46.3,61.7,38.3,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,5,Kreis 6,18114,4277,5276,54.9,44.8,55.2,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,15,Kreis 7,22423,4240,8270,57.9,33.9,66.1,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,16,Kreis 8,9455,2029,2651,51.7,43.4,56.6,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,7,Kreis 9,26013,5837,6038,47.5,49.2,50.8,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,8,Kreis 10,22645,5084,6537,53.3,43.7,56.3,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,9,Kreis 11,30280,6347,7364,46.2,46.3,53.7,,
5/18/2003,2,Kanton Zürich,Volksinitiative 'Weniger Steuern für niedrige Einkommen (Volksinitiative für mehr Steuergerechtigkeit im Kanton Zürich)',3,Stadt Zürich,10,Kreis 12,14540,3261,2744,42.6,54.3,45.7,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",1,Eidgenossenschaft,,,4764888,1718452,541577,49.6,76,24,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",2,Kanton Zürich,,,808057,300256,96281,51.8,75.7,24.3,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,,,216702,78964,20581,50.2,79.3,20.7,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,11,Kreis 1,11281,3962,665,44.3,85.6,14.4,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,12,Kreis 2,18221,7137,1695,53,80.8,19.2,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,3,Kreis 3,24775,8521,2128,47.9,80,20,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,13,Kreis 4,12698,3584,1028,41.7,77.7,22.3,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,14,Kreis 5,6257,2137,469,48.2,82,18,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,5,Kreis 6,18114,7538,1708,56.4,81.5,18.5,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,15,Kreis 7,22423,10011,2189,59.3,82.1,17.9,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,16,Kreis 8,9455,3699,759,53.3,83,17,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,7,Kreis 9,26013,8787,2821,48,75.7,24.3,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,8,Kreis 10,22645,9102,2225,54.6,80.4,19.6,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,9,Kreis 11,30280,10274,3243,47.2,76,24,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG), Änderung ",3,Stadt Zürich,10,Kreis 12,14540,4212,1651,43.3,71.8,28.2,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",1,Eidgenossenschaft,,,4764888,1829339,441498,49.5,80.6,19.4,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",2,Kanton Zürich,,,808057,325673,76335,51.7,81,19,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,,,216702,87232,15523,50.2,84.9,15.1,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,11,Kreis 1,11281,4202,512,44.2,89.1,10.9,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,12,Kreis 2,18221,7839,1317,53,85.6,14.4,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,3,Kreis 3,24775,9546,1601,48,85.6,14.4,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,13,Kreis 4,12698,4119,758,41.8,84.5,15.5,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,14,Kreis 5,6257,2423,349,48.3,87.4,12.6,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,5,Kreis 6,18114,8302,1243,56.2,87,13,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,15,Kreis 7,22423,10984,1608,59.2,87.2,12.8,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,16,Kreis 8,9455,4108,597,53.3,87.3,12.7,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,7,Kreis 9,26013,9669,2146,48,81.8,18.2,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,8,Kreis 10,22645,10030,1655,54.5,85.8,14.2,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,9,Kreis 11,30280,11257,2518,47.2,81.7,18.3,,
5/18/2003,1,Eidgenossenschaft,"Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)",3,Stadt Zürich,10,Kreis 12,14540,4753,1219,43.2,79.6,20.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',1,Eidgenossenschaft,,,4764888,749388,1540401,49.6,32.7,67.3,1,22    
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',2,Kanton Zürich,,,808057,134356,272791,52,33,67,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,,,216702,50379,55361,50.7,47.6,52.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,11,Kreis 1,11281,1880,2900,44.3,39.3,60.7,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,12,Kreis 2,18221,4083,5277,53.4,43.6,56.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,3,Kreis 3,24775,6537,5040,48.5,56.5,43.5,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,13,Kreis 4,12698,3379,1787,42.5,65.4,34.6,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,14,Kreis 5,6257,1932,985,48.8,66.2,33.8,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,5,Kreis 6,18114,4633,5183,56.7,47.2,52.8,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,15,Kreis 7,22423,4536,8401,60,35.1,64.9,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,16,Kreis 8,9455,2294,2590,54,47,53,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,7,Kreis 9,26013,5990,6147,48.6,49.4,50.6,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,8,Kreis 10,22645,5464,6520,55,45.6,54.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,9,Kreis 11,30280,6564,7521,47.6,46.6,53.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Ja zu fairen Mieten',3,Stadt Zürich,10,Kreis 12,14540,3087,3010,43.5,50.6,49.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',1,Eidgenossenschaft,,,4764888,881953,1460794,49.8,37.6,62.4,0,23    
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',2,Kanton Zürich,,,808057,175722,204504,52.3,46.2,53.8,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,,,216702,55679,52375,51,51.5,48.5,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,11,Kreis 1,11281,2363,2543,44.6,48.2,51.8,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,12,Kreis 2,18221,4550,5023,53.9,47.5,52.5,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,3,Kreis 3,24775,6993,4841,48.9,59.1,40.9,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,13,Kreis 4,12698,3457,1841,42.7,65.3,34.7,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,14,Kreis 5,6257,2201,789,49.1,73.6,26.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,5,Kreis 6,18114,5795,4344,57.4,57.2,42.8,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,15,Kreis 7,22423,6266,6891,60.1,47.6,52.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,16,Kreis 8,9455,2830,2142,54.2,56.9,43.1,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,7,Kreis 9,26013,5575,6770,48.7,45.2,54.8,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,8,Kreis 10,22645,6257,6001,55.3,51,49,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,9,Kreis 11,30280,6688,7654,47.8,46.6,53.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'für einen autofreien Sonntag pro Jahreszeit - ein Versuch für vier Jahre (Sonntags-Initiative)',3,Stadt Zürich,10,Kreis 12,14540,2704,3536,44.2,43.3,56.7,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',1,Eidgenossenschaft,,,4764888,625073,1682694,49.7,27.1,72.9,0,23    
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',2,Kanton Zürich,,,808057,114792,294843,52.1,28,72,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,,,216702,42328,63595,50.8,40,60,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,11,Kreis 1,11281,1630,3157,44.4,34.1,65.9,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,12,Kreis 2,18221,3369,6040,53.5,35.8,64.2,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,3,Kreis 3,24775,5612,5983,48.6,48.4,51.6,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,13,Kreis 4,12698,2835,2280,42.4,55.4,44.6,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,14,Kreis 5,6257,1670,1241,48.7,57.4,42.6,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,5,Kreis 6,18114,3812,6031,56.8,38.7,61.3,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,15,Kreis 7,22423,3721,9137,59.5,28.9,71.1,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,16,Kreis 8,9455,1930,2949,54,39.6,60.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,7,Kreis 9,26013,4991,7185,48.7,41,59,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,8,Kreis 10,22645,4648,7402,55.1,38.6,61.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,9,Kreis 11,30280,5409,8731,47.8,38.3,61.7,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gesundheit muss bezahlbar bleiben (Gesundheitsinitiative)',3,Stadt Zürich,10,Kreis 12,14540,2701,3459,44,43.8,56.2,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',1,Eidgenossenschaft,,,4764888,870249,1439893,49.7,37.7,62.3,3,20    
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',2,Kanton Zürich,,,,155123,255437,52.1,37.8,62.2,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,,,216702,51757,54540,50.8,48.7,51.3,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,11,Kreis 1,11281,2050,2751,44.3,42.7,57.3,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,12,Kreis 2,18221,4298,5132,53.7,45.6,54.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,3,Kreis 3,24775,6472,5122,48.6,55.8,44.2,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,13,Kreis 4,12698,3175,1980,42.4,61.6,38.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,14,Kreis 5,6257,1919,997,48.7,65.8,34.2,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,5,Kreis 6,18114,4968,4936,57.1,50.2,49.8,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,15,Kreis 7,22423,5371,7601,59.9,41.4,58.6,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,16,Kreis 8,9455,2406,2505,54.1,49,51,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,7,Kreis 9,26013,5808,6348,48.5,47.8,52.2,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,8,Kreis 10,22645,5807,6249,55.1,48.2,51.8,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,9,Kreis 11,30280,6485,7690,47.7,45.7,54.3,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Gleiche Rechte für Behinderte',3,Stadt Zürich,10,Kreis 12,14540,2998,3229,43.8,48.1,51.9,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',1,Eidgenossenschaft,,,4764888,783586,1540566,49.7,33.7,66.3,2-Jan,22 1/2
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',2,Kanton Zürich,,,808057,143405,269341,52.1,34.7,65.3,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,,,216702,49118,57899,50.8,45.9,54.1,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,11,Kreis 1,11281,2095,2744,44.2,43.3,56.7,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,12,Kreis 2,18221,3979,5494,53.6,42,58,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,3,Kreis 3,24775,6278,5438,48.6,53.6,46.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,13,Kreis 4,12698,3206,2006,42.4,61.5,38.5,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,14,Kreis 5,6257,2037,944,49,68.3,31.7,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,5,Kreis 6,18114,5077,4996,57.2,50.4,49.6,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,15,Kreis 7,22423,5259,7823,59.9,40.2,59.8,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,16,Kreis 8,9455,2454,2496,54.1,49.6,50.4,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,7,Kreis 9,26013,5066,7159,48.6,41.4,58.6,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,8,Kreis 10,22645,5396,6717,55.1,44.5,55.5,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,9,Kreis 11,30280,5793,8405,47.8,40.8,59.2,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Strom ohne Atom - Für eine Energiewende und schrittweise Stilllegung der Atomkraftwerke (Strom ohne Atom)',3,Stadt Zürich,10,Kreis 12,14540,2478,3677,43.7,40.3,59.7,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)',1,Eidgenossenschaft,,,4764888,955624,1341673,49.6,41.6,58.4,2-Feb,22    
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)',2,Kanton Zürich,,,808057,182444,225734,51.9,44.7,55.3,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)',3,Stadt Zürich,,,216702,58378,47122,50.4,55.3,44.7,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)',3,Stadt Zürich,11,Kreis 1,11281,2543,2287,44.3,52.7,47.3,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)',3,Stadt Zürich,12,Kreis 2,18221,4854,4522,53.4,51.8,48.2,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)',3,Stadt Zürich,3,Kreis 3,24775,7229,4339,48.4,62.5,37.5,,
5/18/2003,1,Eidgenossenschaft,Volksinitiative 'Moratorium Plus - Für die Verlängerung des Atomkraftwerk-Baustopps und die Begrenzung des Atomrisikos (MoratoriumPlus)',3,Stadt Zürich,13,Kreis 4,12698,3503,1627,42.1,68.3,31.7,,
